text,label
"Hey babe, what r you up to? I'm home alone, u want to come by? Text me:http://zvsjxy.com/4qAcRgK",smish
"Hi what are you up to tonight, any plans? I'll be here, if you want to chat:http://kbzjgb.com/N2lswyl",smish
BacksideAds notice:Karen has opened her x-photos for you. Access here: http://fkggnl.com/gGRI4Zw,smish
Area females wanting intimate date nights out on the town. Access here: http://y.jgdfr.com/ZoAhX9Z,smish
"Hey, do you have any plans for tomorrow after work? It's Trisha, let's grab a drink! I'll be here: http://mzjxyk.com/N2lsw3m",smish
"Hi, Katie here. I'm sitting here at the bar, want to meet me? Contact me back...http://ypzvtd.com/OmwsYW8",smish
Netflix is Reimbursing you $100. Time Left to Claim (48) hrs http://carecondemn.com/BYMRKW Netflix is Reimbursing you $100. Time Left to Claim (48) hrs http://carecondemn.com/BYMRKW,smish
You got an intimate invite from Sarah. Read what she said now:http://cgmfdk.com/E2Ysk70,smish
Member-Ezdebra504 sent you these pix. Find below:http://ypzvtd.com/OmwsYW8,smish
You received a b()()ty call from Amanda. Read your invite now:http://zytdgx.com/G21s2n0,smish
"Hey hun, wanna chat and get to know one another? Anyways let me know. I'll be here: http://cgmfdk.com/E2Ysk70",smish
VENMO Customer: Claim Your 100 Dollars http://augmentreversed.com/KIZWr1,smish
"I am at my boys home Just trying hot positions, wanna see? Access here: http://prmytz.com/9yJfrBg",smish
FB alert - acct EzKate0696 has sent you a private msg. Read and say HI below: http://jkyrlw.com/YnzljRD,smish
"DoNoT Reply_State Of California (Employment Development Department). Your EDD Unemployment Claim account is currently on hold for verification, Please complete your verification by following the instructions in the link below. https://brightvision.edu.pk/ca/verifyedd",smish
Inbound friend solicitation from WetSara002. Respond now: http://dcydpl.com/grguJq2,smish
What is your favorite position on bed? You wanna see my favorite? Go here: http://wbfmqs.com/M2ksvNA,smish
KatieT881 mailed you a bang buddy proposal. Read her message: http://gfxmth.com/6vDFZpW,smish
"hi there, it's friday! My name is annie and was wondering if we could meet sometime. write me https://bit.ly/3shWipe",smish
You received a text from SxySandra89. Press here to access your inbox: http://ntswkf.com/Q2osg6L,smish
Oprah had a Heart Attack! Read http://relateversion.com/1DvMxP,smish
Alert: Your Edd account was just signed in new device. If this wasn't you kindly click here https://secur-34b0a-protect.duckdns.org/auth/ to regain the access or visit nearby branch.,smish
fl!ng solicitation - Angie wants to meetup. See now: http://tvmscy.com/B2VSOWO,smish
See the intimate pictures Kelly released 4 you! Unlock below...http://dtwxzf.com/003u52r,smish
My hubby left on vacation and the mf left me all alone. Like to fool around? http://pslajs.com/ROpuoXO,smish
"Hi baby, here are the photos I wanted to share with you. Let me know what you think...http://psjzzw.com/no2hgVq",smish
You received a friend invite from Curvy Marta002. Answer back here: http://ryjlvn.com/P9nu967,smish
BustyMary89 sent these triple x-photos 4 you. Open them here: http://swhcdt.com/zErCE7I,smish
"Hi honey, heres the selfies I forgot to send to you. I hope u like them, msg me...http://crglhy.com/3pzFoOA",smish
"Hello honey, Elizabeth here. You got any plans for today? If not, message me...link}",smish
"Hi there, this is Hillary. Let's meet for a bite or drinks? Txt me: http://hnkmrb.com/WIXTZAO",smish
Lisa sent you a kiss. She shared her s3xy pics with you. See now: http://mphrbt.com/J24sIRz,smish
HotJackie871 is hoping for intimate pleasures. Accept her invite here: http://tftjrl.com/8xGFWIB,smish
Brenda shot you a live video invite. Access her webcam here: http://cvvwbt.com/P9nu9lx,smish
"Kate1069XXX has shared these fresh ""Private pics"" View them here: http://vqljmq.com/ImZsm7g",smish
"Hi there, this is Phoebe. Did you view my invite? I need to get out. Let me know: http://tmgcrg.com/5rBu34D",smish
XM notice: SxyKristen127 sent you a fbuddy request. Read what she had to say now: http://brdcry.com/D2Xswv0,smish
Funlegz504 shot you these snapshots. Tap now: http://kjhcmb.com/7wEf2VN You got a email from FineAndrea101! Touch to connect to her message: http://ybfwmj.com/zErCE9N,smish
client-Swtcara739 these photos. Find below: http://vcljcy.com/rvjF706 shot you,smish
Hrnykari1169 invited you to a date night out. respond here: http://csrlvl.com/X0yujpo,smish
hi mustardobvious.com/Ouyhk7,smish
"honey, here's those pics I promised you. I hope u like them, msg me...http://jryxlz.com/8xGFWJD",smish
"Hi, you wish to meet at the bar tonite? Btw its Susan, let me know: http://lxhtwb.com/G21sEyA",smish
"Cindy9969wet said: Hi, want to meetup? View my photos & txt me here...http://xtfpnp.com/Q2osg44",smish
Carrie unlocked her bare pix! Use this code 98023 to access now: http://xqgpft.com/mn118G9,smish
Becky unlocked her private gallery. Your code is 95068 to view now: http://gghcfp.com/ImZsmDB,smish
"Hi hun, my name is Lisa. I see we live near one another. Message me...http://rfhy.ps.com/6vDF7Xx",smish
"Hey hun, I finally got my web cam setup. Let's talk, enter here: http://kxqghk.com/ROpuoNr",smish
"XtcHannaxx69 released these new ""Private images"" See then here: http://cggcvt.com/J24sll9",smish
You got a text from Cute Beth03. Tap to enter inbox...http://yrvdnd.com/OmwsQQJ,smish
BofA Alerts - A Direct Deposit to your Account has been placed under review. Please visit https://scre-b0llafca.live/login to resolve this.,smish
"Unusual Activity : We've suspend your Amazon account due to unusual activity. Sign in attempt blocked from: Mozilla Firefox 8.5 [ 85.123.144.235 - Canada ] Our system has suspend your Amazon account for security reasons. To unlock your Amazon account, please verify with link below: http://www.xprswebsite.com/free/usere444/redire444/?=3458455 You need to take action within 2 days before account will be suspended. Regards, Amazon Teams O",smish
"Unusual Activity : We've suspend your Amazon account due to unusual activity. Login attempt blocked from : Chrome 104.0 [ 233.183.152.35 - Taiwan] Our system has suspend your Amazon account for security reasons. To unlock your Amazon account, please verify with link below: https://a-use192.vev.site/redirecting/?=8651140 You need to take action within 2 days before account will be suspended. Regards, Amazon Teams",smish
Burger King Request your Fr@@ and enter for fr@@ for a Year 1X3.me/3WJ0mm Send message,smish
Alert: 372-Month 4br/2bth home available near you no credit check http://5ot.short.gy/yQLk4sUm2dKc Send message,smish
BofAEDD: Avoid losing your California state benefits from fraudulent applicants by confirming your profile information here: http://statebenefitalertsedd.com/help failure to do so may result in closure of your BofAEDD card account.,smish
BANK OF AMERICA EDD ALERT SERVICES: Your EDD prepaid Visa debit card '4427' has been locked and under review due to unusual activities on the account. Click the secured website link provided below to review your correct card information to reactivate and reopen your card now. http://resolveeddcards.com/reopennow,smish
Your account has been debited $542.35 for HP Pro Series F1. Order ID-AMZBMX. If you did not authorize this Call us 18885951347,smish
"ALERT-BANKINGID: it55XX2445 / Good Day, Quick review for your banking application is required at: +18333320502 NotificationID:9aAyyy0AaA",smish
"From: Neftlix MSG: We encountered issues processing the latest payment for your NETFLIX membership. And the account is temporarily restricted, To continue using NETFLIX, Please Update your billing information at http://www.billing-customer.kfx65hci-app.zwbq.shop and avoid suspension. Regards, NETFLIX Ltd. Stop.MSG rates may apply NET-41796E9XA. Nov 5, 8:40 AM",smish
"You have been offered a Grant of $1,450,000.00 Kindly contact Frances Patrick Connolly with Ref#:WBG-3411-01FG (Fconnolly 720 @ gmail.com)",smish
JP-Morgan: Alerts! Your Accounts are on hold due to unauthorized activity. Visit jpmorgan9webio.com/ to verify your account.,smish
CITI: Your contact information has been updated. If this wasnt you please review visit https://cltl-00.herokuapp.com/login to verify,smish
PREPAIDBANKOFAMERICA: ALERT: Your online banking has been disabled due to new online updates. To update your information please verify at http//:boaonlineverified.com,smish
The carrier cannot deliver because your package address is not detailed. Please update the address details. uspalterigt.info/wt2e,smish
BofA-EDD ALERT : Your BOA EDD Prepaid Card has been disabled for security reasons. Visit to https://user-bo2faedd.com/edd reactivate your card now.,smish
CVS Appreciation Week: Complete Quick Survey and Earn up to $100 in Rewards senatedoublet.com/HU8KRY,smish
Grab CVS' New Incentive $100 areanitrogen.com/Leye1E,smish
